,country,points,price,variety,province,winery
81057,Spain,89,14.0,Red Blend,Catalonia,Las Colinas Del Ebro
81061,US,89,35.0,Chardonnay,California,Beringer
81064,US,89,24.0,Chardonnay,California,Clos Pegase
81065,US,89,28.0,Pinot Noir,Oregon,David Hill
81066,US,89,36.0,Pinot Noir,California,Riverbench
81069,Australia,89,31.0,Cabernet Sauvignon,South Australia,Penfolds
81074,Chile,84,12.0,Cabernet Sauvignon,Maule Valley,Balduzzi
81077,France,84,15.0,Sauvignon Blanc,Loire Valley,Bougrier
81078,France,84,11.0,Sauvignon Blanc,Loire Valley,Bougrier
81080,US,84,18.0,Sauvignon Blanc,Washington,Lagana
81082,Chile,84,15.0,Pinot Noir,Leyda Valley,Leyda
81084,France,84,12.0,Sauvignon Blanc,Loire Valley,Lacheteau
81086,Chile,84,15.0,Cabernet Sauvignon,Maipo Valley,Echeverria
81087,US,84,18.0,Sauvignon Blanc,California,100 Percent Wine
81088,Chile,84,12.0,Pinot Noir,Leyda Valley,Carmen
81089,US,84,22.0,Chardonnay,California,Bel Vino
81091,France,84,15.0,Chardonnay,Burgundy,Cave des Grands Crus Blancs
81092,Argentina,84,12.0,Sauvignon Blanc,Other,Finca Las Moras
81095,France,84,30.0,Chardonnay,Burgundy,L. Tramier & Fils
81098,France,84,20.0,Sauvignon Blanc,Loire Valley,Hervé Baudry
81099,France,84,15.0,Rosé,Loire Valley,Bougrier
81105,US,87,15.0,Syrah,Washington,Blacksmith
81106,US,87,20.0,Red Blend,California,Buena Vista
81107,US,87,45.0,Cabernet Sauvignon,California,Y Rousseau
81110,US,87,17.0,Chardonnay,Washington,Cloudlift Cellars
81111,US,87,15.0,Chardonnay,California,Cosentino
81113,US,87,25.0,Chardonnay,California,Davis Bynum
81117,Italy,87,10.0,Syrah,Sicily & Sardinia,Feudo Arancio
81123,US,87,13.0,Cabernet Sauvignon,California,HandCraft
81124,US,87,38.0,Cabernet Sauvignon,California,Hanna
81126,Italy,87,19.0,Red Blend,Sicily & Sardinia,Ceuso
81127,US,87,14.0,Chardonnay,Washington,Charles & Charles
81135,US,87,30.0,Chardonnay,California,Danza del Sol
81138,US,87,16.0,Rosé,California,Fleur de California
81140,US,87,20.0,Cabernet Sauvignon,Washington,Mercer
81141,US,87,38.0,Red Blend,Washington,Pondera
81142,US,87,75.0,Cabernet Sauvignon,California,Rodney Strong
81143,US,87,24.0,Sauvignon Blanc,California,Salvestrin
81144,US,87,29.0,Sauvignon Blanc,California,Leto
81146,US,87,12.0,Chardonnay,New York,Tousey
81156,US,84,15.0,Chardonnay,California,La Merika
81157,Italy,84,28.0,Chardonnay,Sicily & Sardinia,Masseria del Feudo Grottarossa
81158,US,84,10.0,Merlot,California,Napa Family Vineyards
81159,US,84,70.0,Cabernet Sauvignon,California,Petroni
81160,US,84,24.0,Sauvignon Blanc,California,Petroni
81165,US,84,12.0,Red Blend,California,Tractor Shed Red
81166,US,84,14.0,Rosé,Virginia,Albemarle
81168,Chile,84,12.0,Sauvignon Blanc,Rapel Valley,Lapostolle
81170,US,84,60.0,Cabernet Sauvignon,California,Padilla Erickson
81171,US,84,40.0,Syrah,California,Petroni
81174,US,84,20.0,Red Blend,California,Wild Coyote
81176,US,84,17.0,Chardonnay,California,Angel's Secret
81179,Italy,84,14.0,Red Blend,Sicily & Sardinia,Corvo
81180,US,84,13.0,Chardonnay,California,Cru Vin Dogs
81181,US,84,14.0,Red Blend,California,Cupcake
81183,US,84,25.0,Red Blend,California,Dogwood
81185,US,91,48.0,Pinot Noir,California,Kynsi
81186,US,91,40.0,Syrah,California,Lafond
81187,Italy,91,55.0,Red Blend,Veneto,Le Ragose
81188,US,91,23.0,Sauvignon Blanc,California,Trione
81192,US,91,125.0,Cabernet Sauvignon,California,Amici
81194,US,91,28.0,Sauvignon Blanc,Washington,Avennia
81195,France,91,90.0,Pinot Noir,Burgundy,Louis Latour
81198,US,91,16.0,Sauvignon Blanc,California,Navarro
81199,US,91,51.0,Pinot Noir,California,Papapietro Perry
81200,France,91,27.0,Riesling,Alsace,Paul Blanck
81202,Italy,91,70.0,Red Blend,Veneto,Santi
81204,US,91,38.0,Red Blend,California,Sculpterra
81206,US,91,125.0,Cabernet Sauvignon,California,Stag's Leap Wine Cellars
81207,US,91,24.0,Riesling,California,Standing Sun
81208,US,91,24.0,Sauvignon Blanc,California,Storm
81209,US,91,36.0,Chardonnay,California,Benovia
81210,Chile,91,30.0,Red Blend,Colchagua Valley,Caliterra
81214,Chile,86,11.0,Cabernet Sauvignon,Colchagua Valley,Viña Bisquertt
81215,Chile,86,36.0,Red Blend,Maipo Valley,Viña el Principal
81219,US,86,22.0,Cabernet Sauvignon,California,Hoyt Family Vineyards
81220,Chile,86,11.0,Cabernet Sauvignon,Colchagua Valley,La Playa
81221,US,86,48.0,Pinot Noir,Oregon,Le Cadeau
81224,US,86,60.0,Pinot Noir,California,Robert Mondavi
81225,Chile,86,24.0,Chardonnay,Leyda Valley,Santa Ema
81226,US,86,40.0,Cabernet Sauvignon,California,Sextant
81230,US,86,17.0,Riesling,New York,Ventosa
81231,US,86,56.0,Pinot Noir,California,Benovia
81232,US,86,28.0,Bordeaux-style Red Blend,Virginia,Bogati
81235,US,86,18.0,Cabernet Sauvignon,California,Castle Rock
81236,Chile,86,12.0,Syrah,Rapel Valley,Concha y Toro
81237,France,90,18.0,Chardonnay,Burgundy,Collovray et Terrier
81238,France,90,32.0,Pinot Noir,Burgundy,Domaine Claude Nouveau
81239,France,90,45.0,Pinot Noir,Burgundy,Domaine Faiveley
81240,US,90,60.0,Pinot Noir,California,En Garde
81242,France,90,39.0,Syrah,Rhône Valley,Éric & Jöel Durand
81248,France,89,60.0,Pinot Noir,Burgundy,Bouchard Père & Fils
81251,US,89,17.0,Sauvignon Blanc,California,Honig
81253,France,89,141.0,Pinot Noir,Burgundy,Joseph Faiveley
81254,US,89,17.0,Sauvignon Blanc,California,Kunde
81255,US,89,25.0,Pinot Noir,California,Ousterhout
81256,US,89,60.0,Merlot,Washington,Pedestal
81257,US,89,45.0,Pinot Noir,California,Scratch
81258,US,89,10.0,Syrah,Washington,StoneCap
81266,US,94,50.0,Cabernet Sauvignon,California,Joel Gott
81268,US,94,110.0,Cabernet Sauvignon,California,Lamborn Family Vineyards
81288,France,93,110.0,Bordeaux-style Red Blend,Bordeaux,Vieux Château Mazerat
81292,US,91,24.0,Merlot,California,Longboard
81297,US,91,22.0,Chardonnay,California,Logan
81301,US,91,28.0,Chardonnay,California,Iron Horse
81308,US,90,42.0,Cabernet Sauvignon,California,Volker Eisele Family Estate
81315,Germany,91,25.0,Riesling,Pfalz,Pflüger
81316,US,91,35.0,Bordeaux-style Red Blend,Washington,Script
81317,Australia,91,25.0,Chardonnay,South Australia,Sidewood
81318,US,91,75.0,Cabernet Sauvignon,California,Silverado
81319,US,91,28.0,Syrah,California,Skinner
81320,US,91,69.0,Pinot Noir,California,Sojourn
81321,US,91,15.0,Syrah,California,Sola
81322,US,91,129.0,Cabernet Sauvignon,California,Spoto
81323,US,91,54.0,Pinot Noir,California,Terlato
81324,US,91,65.0,Pinot Noir,California,Testarossa
81325,US,91,32.0,Pinot Noir,California,Tolosa
81326,US,91,30.0,Bordeaux-style Red Blend,Washington,Two Vintners
81331,Australia,91,17.0,Red Blend,Australia Other,Insurrection
81332,Chile,91,25.0,Pinot Noir,Aconcagua Valley,Errazuriz
81333,US,91,52.0,Pinot Noir,California,Marimar Estate
81334,US,91,65.0,Pinot Noir,Oregon,Maysara
81337,US,91,65.0,Pinot Noir,California,Nicholson Ranch
81340,US,91,22.0,Pinot Noir,Oregon,Ruby
81341,US,91,26.0,Chardonnay,California,Saintsbury
81342,US,91,42.0,Cabernet Sauvignon,California,Sbragia
81345,Austria,91,22.0,Riesling,Kremstal,Müller-Grossmann
81348,US,91,52.0,Merlot,California,Passaggio
81351,US,91,80.0,Bordeaux-style Red Blend,California,Round Pond
81352,US,91,48.0,Chardonnay,California,Saintsbury
81353,US,91,45.0,Cabernet Sauvignon,Washington,Seven Hills
81354,US,91,25.0,Rosé,California,Tablas Creek
81357,US,91,26.0,Merlot,Washington,Kontos
81358,US,91,50.0,Red Blend,Washington,Kontos
81361,France,91,20.0,Rosé,Provence,Domaine Saint Andrieu
81362,France,91,20.0,Rosé,Provence,Domaines Bunan
81363,Austria,91,12.0,Riesling,Kremstal,Forstreiter
81365,US,91,76.0,Cabernet Sauvignon,California,Garavin
81369,US,91,40.0,Merlot,California,Trinchero
81370,US,91,30.0,Chardonnay,California,Truchard
81371,Italy,91,68.0,Red Blend,Northeastern Italy,Elena Walch
81372,US,91,70.0,Bordeaux-style Red Blend,California,Trinchero
81373,US,91,70.0,Cabernet Sauvignon,California,Turnbull
81378,US,82,13.0,Chardonnay,California,Bouchaine
81379,Australia,82,15.0,Pinot Noir,Australia Other,Tyrrell's
81381,US,82,18.0,Cabernet Sauvignon,California,Oakstone
81382,US,82,22.0,Sauvignon Blanc,California,Peju
81388,Australia,81,20.0,Red Blend,South Australia,Wirra Wirra
81391,Spain,80,10.0,Red Blend,Northern Spain,J. Garcia Carrion
81392,Spain,80,12.0,Chardonnay,Catalonia,Bohigas
81393,Italy,96,125.0,Red Blend,Tuscany,Tenuta dell'Ornellaia
81395,US,95,45.0,Pinot Noir,Oregon,Domaine Drouhin
81396,Italy,95,80.0,Red Blend,Tuscany,Antinori
81399,Italy,93,90.0,Cabernet Sauvignon,Tuscany,Castello del Terriccio
81404,US,90,45.0,Chardonnay,California,Iron Horse
81419,US,90,46.0,Cabernet Sauvignon,California,Frostwatch
81422,US,90,50.0,Pinot Noir,California,Calera
81424,US,90,30.0,Cabernet Sauvignon,Washington,Fall Line
81425,US,90,58.0,Pinot Noir,California,Fess Parker
81426,US,85,8.0,Chardonnay,California,Buffalo Grove
81427,US,85,29.0,Syrah,California,Wise Villa
81428,US,85,75.0,Red Blend,California,Turnbull
81429,France,85,17.0,Rosé,Rhône Valley,Château Gigognan
81430,France,85,11.0,Rosé,Rhône Valley,Chemin des Papes
81432,US,85,20.0,Cabernet Sauvignon,California,Daglia Canyon
81436,US,85,24.0,Pinot Noir,California,Brassfield
81439,US,85,11.0,Cabernet Sauvignon,Washington,Thorny Rose
81440,US,85,10.0,Riesling,Washington,Washington Hills
81444,Spain,85,12.0,Chardonnay,Northern Spain,Otazu
81447,Spain,85,13.0,Sauvignon Blanc,Northern Spain,Palacio de Bornos
81449,Argentina,85,14.0,Pinot Noir,Other,Seraphim
81452,US,85,14.0,Chardonnay,California,Josh Cellars
81454,US,89,45.0,Chardonnay,California,Shafer
81457,US,89,25.0,Syrah,California,Eagles Landing
81458,US,89,35.0,Chardonnay,California,Franciscan
81459,US,89,11.0,Riesling,Washington,Snoqualmie
81462,US,89,20.0,Sauvignon Blanc,California,Martin Ray
81466,US,89,12.0,Riesling,Washington,Trio Vintners
81467,US,89,23.0,Riesling,New York,Wagner
81469,US,89,35.0,Pinot Noir,California,Domaine Chandon
81471,US,89,20.0,Chardonnay,Washington,Chateau Ste. Michelle
81473,Germany,89,14.0,Riesling,Mosel,Leonard Kreusch
81483,US,89,32.0,Sauvignon Blanc,California,Donkey & Goat
81485,France,89,55.0,Pinot Noir,Champagne,Gallimard Père et Fils
81487,US,89,15.0,Merlot,Washington,Chateau Ste. Michelle
81495,France,88,28.0,Sauvignon Blanc,Loire Valley,Collegiale des Domaines de Loire
81496,US,88,15.0,Merlot,Washington,Columbia Crest
81500,US,88,17.0,Chardonnay,Washington,Pacific Crest
81503,US,87,10.0,Sauvignon Blanc,America,Original House Wine
81507,US,87,21.0,Cabernet Sauvignon,Washington,Three Rivers
81508,US,87,25.0,Red Blend,Washington,Guardian
81510,US,87,25.0,Chardonnay,New York,Harbes Family Vineyard
81511,France,87,22.0,Rosé,Loire Valley,Henri Bourgeois
81512,US,87,40.0,Cabernet Sauvignon,Washington,J & J
81513,France,87,24.0,Pinot Noir,Loire Valley,Jean Reverdy et Fils
81514,US,87,25.0,Chardonnay,California,Joullian
81516,US,87,30.0,Pinot Noir,California,Krutz
81518,France,87,30.0,Rosé,Loire Valley,François Millet
81521,France,87,20.0,Bordeaux-style Red Blend,Bordeaux,Maison Ginestet
81523,US,87,19.0,Rosé,New York,Martha Clara
81524,US,87,17.0,Merlot,Washington,Milbrandt
81525,US,87,18.0,Chardonnay,Washington,Newsprint
81529,US,87,16.0,Riesling,Washington,Pomum
81530,US,87,12.0,Rosé,Washington,Renegade
81531,US,87,15.0,Riesling,Washington,J & J
81533,Spain,88,32.0,Red Blend,Catalonia,Alta Alella
81535,US,88,18.0,Pinot Noir,California,Cameron Hughes
81539,Chile,88,75.0,Red Blend,Cachapoal Valley,Casas del Toqui
81540,US,88,75.0,Chardonnay,California,Chalk Hill
81542,US,88,45.0,Pinot Noir,California,Dolin
81548,France,88,24.0,Sauvignon Blanc,Loire Valley,Domaine Gilles Chollet
81551,Chile,88,30.0,Red Blend,Colchagua Valley,Caliterra
81553,US,88,33.0,Sauvignon Blanc,California,Chalk Hill
81554,US,88,32.0,Pinot Noir,California,Dolin
81556,Germany,88,28.0,Riesling,Rheingau,Domdechant Werner
81557,US,88,35.0,Cabernet Sauvignon,California,Emblem
81560,US,88,50.0,Cabernet Sauvignon,California,Faust
81562,US,89,48.0,Pinot Noir,California,Foxen
81564,US,89,30.0,Cabernet Sauvignon,Washington,Januik
81565,US,89,50.0,Bordeaux-style Red Blend,Washington,L'Ecole No. 41
81567,Italy,89,30.0,Red Blend,Veneto,Accordini Igino
81569,US,89,25.0,Chardonnay,Washington,Airfield Estates
81572,Italy,89,25.0,Red Blend,Veneto,Corteforte
81573,France,89,80.0,Pinot Noir,Burgundy,Domaines Devillard
81574,US,89,34.0,Bordeaux-style Red Blend,Washington,Elevation Cellars
81575,US,89,44.0,Bordeaux-style Red Blend,California,Firestone
81576,US,89,62.0,Pinot Noir,California,Foxen
81578,US,89,34.0,Pinot Noir,California,Melville
81580,Italy,89,26.0,Red Blend,Veneto,Monte del Frà
81581,Italy,89,25.0,Red Blend,Veneto,Nicolis
81583,US,89,35.0,Syrah,Washington,Scarborough
81585,US,89,30.0,Bordeaux-style Red Blend,Washington,Soos Creek
81586,US,89,48.0,Bordeaux-style Red Blend,Washington,Sparkman
81588,US,89,19.0,Pinot Noir,California,McIntyre Vineyards
81589,Italy,89,24.0,Red Blend,Veneto,Tedeschi
81590,Italy,89,45.0,Red Blend,Veneto,Tenuta Sant'Antonio
81591,Italy,89,30.0,Red Blend,Veneto,Zenato
81592,Italy,86,40.0,Red Blend,Sicily & Sardinia,Poggio di Bortolone
81593,France,86,23.0,Pinot Noir,Alsace,Ruhlmann
81594,US,86,20.0,Riesling,Michigan,St. Julian
81595,US,86,15.0,Riesling,Michigan,St. Julian
81596,US,86,22.0,Chardonnay,California,Stolo
81604,US,86,25.0,Red Blend,California,Juxtapoz
81606,US,86,18.0,Chardonnay,Oregon,King Estate
81609,Germany,86,20.0,Riesling,Mosel,Matheus
81611,Portugal,85,11.0,Rosé,Alentejano,Herdade de Medeiros
81613,US,85,25.0,Red Blend,Oregon,Kriselle
81614,Italy,85,45.0,Red Blend,Sicily & Sardinia,Avide
81617,US,85,10.0,Red Blend,California,Grand Pacific
81618,US,85,55.0,Sauvignon Blanc,California,Grgich Hills
81621,US,92,44.0,Chardonnay,California,Failla
81622,US,92,30.0,Riesling,Washington,Figgins
81623,US,92,55.0,Pinot Noir,California,Gary Farrell
81624,Germany,92,54.0,Riesling,Mosel,Markus Molitor
81625,US,92,45.0,Pinot Noir,California,Scratch
81626,US,92,30.0,Syrah,Washington,Stevens
81627,Chile,92,30.0,Red Blend,Colchagua Valley,La Playa
81629,Spain,92,100.0,Red Blend,Central Spain,Marques de Griñon
81630,US,92,60.0,Chardonnay,Oregon,BlackCap
81632,US,92,52.0,Cabernet Sauvignon,California,Peters Family
81633,US,92,50.0,Cabernet Sauvignon,California,Round Pond
81634,US,92,72.0,Cabernet Sauvignon,California,Shafer
81635,US,92,65.0,Bordeaux-style Red Blend,California,St. Supéry
81636,US,92,35.0,Bordeaux-style Red Blend,Washington,Stevens
81638,US,92,50.0,Chardonnay,California,Lucia
81639,US,92,45.0,Pinot Noir,California,August West
81640,US,92,32.0,Pinot Noir,California,August West
81641,US,92,48.0,Pinot Noir,California,Calera
81642,US,92,55.0,Pinot Noir,California,Calera
81643,US,92,75.0,Pinot Noir,California,Williams Selyem
81644,US,92,49.0,Pinot Noir,California,Williams Selyem
81645,Germany,92,47.0,Riesling,Mosel,S.A. Prüm
81646,Germany,92,126.0,Riesling,Rheingau,Baron Knyphausen
81647,France,90,12.0,Rosé,Provence,Domaine Sorin
81648,US,90,39.0,Red Blend,Washington,Dusted Valley
81649,US,90,38.0,Merlot,California,Envy
81653,US,89,16.0,Sauvignon Blanc,California,Marilyn Sauvignon Blonde
81655,Chile,89,25.0,Red Blend,Maipo Valley,Santa Alicia
81657,Chile,89,20.0,Sauvignon Blanc,Casablanca Valley,Undurraga
81658,US,89,46.0,Syrah,California,Venteux
81659,Chile,89,15.0,Syrah,Colchagua Valley,Viña Bisquertt
81661,US,89,26.0,Syrah,Washington,Animale
81662,US,89,30.0,Cabernet Sauvignon,Washington,Zero One Vintners
81663,Spain,89,17.0,Red Blend,Catalonia,Zerran
81664,US,89,17.0,Cabernet Sauvignon,California,J. Lohr
81667,Chile,89,20.0,Chardonnay,Casablanca Valley,Errazuriz
81668,US,89,35.0,Chardonnay,California,Flora Springs
81671,US,89,45.0,Cabernet Sauvignon,California,Buehler
81672,US,88,28.0,Sauvignon Blanc,California,Clif Family
81673,US,88,52.0,Cabernet Sauvignon,California,Clos du Val
81674,US,88,16.0,Cabernet Sauvignon,Washington,Columbia Winery
81675,US,88,38.0,Rosé,California,Daou
81678,US,88,40.0,Cabernet Sauvignon,California,Easton
81679,US,88,17.0,Pinot Noir,California,Edna Valley Vineyard
81681,Spain,88,14.0,Rosé,Northern Spain,Evaia
81682,US,88,42.0,Cabernet Sauvignon,California,Firestone
81683,US,88,22.0,Pinot Noir,California,Fog Theory
81684,US,88,55.0,Pinot Noir,California,Foley
81685,US,88,25.0,Cabernet Sauvignon,New York,Fox Run
81686,US,88,15.0,Sauvignon Blanc,California,Gainey
81690,US,88,85.0,Pinot Noir,California,Iron Horse
81691,US,88,14.0,Chardonnay,California,Irony
81695,US,88,12.0,Rosé,Washington,14 Hands
81697,US,88,50.0,Cabernet Sauvignon,Washington,Ambassador Vineyard
81698,US,88,25.0,Sauvignon Blanc,California,Amici
81701,US,88,40.0,Pinot Noir,California,August Briggs
81702,Italy,87,20.0,Red Blend,Tuscany,Tenuta Poggio Rosso
81703,Italy,87,35.0,Red Blend,Tuscany,Tenuta San Guido
81707,Italy,87,20.0,Red Blend,Tuscany,Carpineto
81710,Italy,87,45.0,Syrah,Tuscany,Conti di Sn Bonifacio
81713,Italy,87,22.0,Red Blend,Tuscany,Fattoria Montellori
81716,US,87,9.0,Red Blend,California,HandCraft
81721,Italy,87,18.0,Red Blend,Tuscany,Poggio al Tufo
81722,US,87,16.0,Cabernet Sauvignon,Idaho,Sawtooth
81724,US,87,23.0,Red Blend,California,Bota Box
81725,US,87,17.0,Chardonnay,New York,Chateau Lafayette Reneau
81726,Italy,87,16.0,Red Blend,Tuscany,Triacca
81727,Italy,87,10.0,Red Blend,Tuscany,Volpaia
81730,Chile,87,15.0,Red Blend,Central Valley,Odfjell
81731,Italy,87,24.0,Red Blend,Tuscany,Poggio Verrano
81733,US,85,20.0,Cabernet Sauvignon,California,Liberated
81735,Chile,85,12.0,Merlot,Central Valley,San Pedro
81737,US,85,14.0,Syrah,California,Clos du Lac
81738,US,85,25.0,Riesling,New York,Domaine LeSeurre
81739,US,85,9.0,Chardonnay,Washington,Washington Hills
81744,France,85,25.0,Sauvignon Blanc,Bordeaux,Château Grand Bourgeau
81745,France,85,75.0,Bordeaux-style Red Blend,Bordeaux,Château la Louvière
81746,France,85,20.0,Sauvignon Blanc,Bordeaux,Château Lafont Menaut
81747,France,85,35.0,Bordeaux-style Red Blend,Bordeaux,Château Lalaudey
81748,France,85,20.0,Bordeaux-style Red Blend,Bordeaux,Château Liversan
81749,France,85,22.0,Bordeaux-style Red Blend,Bordeaux,Château Poitevin
81752,Chile,84,10.0,Chardonnay,Central Valley,Alto Los Romeros
81753,France,84,25.0,Bordeaux-style Red Blend,Bordeaux,Château Bournac
81756,US,84,30.0,Chardonnay,California,Sanglier Cellars
81757,US,84,110.0,Cabernet Sauvignon,California,Foyt Family
81758,US,84,13.0,Riesling,Washington,Mercer Canyons
81760,US,84,65.0,Chardonnay,California,Amici
81761,France,84,32.0,Bordeaux-style Red Blend,Bordeaux,Château Bardins
81764,US,90,38.0,Cabernet Sauvignon,California,Q Collection
81767,US,90,35.0,Syrah,Washington,Sapolil Cellars
81772,Italy,90,70.0,Red Blend,Tuscany,Rocca di Frassinello
81773,US,90,35.0,Red Blend,Washington,Ryan Patrick
81774,US,90,28.0,Pinot Noir,California,San Saba
81777,US,90,39.0,Cabernet Sauvignon,California,Gia Domella
81778,US,90,40.0,Cabernet Sauvignon,Washington,Alder Ridge
81779,Italy,90,30.0,Cabernet Sauvignon,Tuscany,Camigliano
81781,Austria,90,43.0,Pinot Noir,Thermenregion,Johanneshof Reinisch
81782,US,90,18.0,Red Blend,Washington,Syncline
81783,Italy,90,25.0,Red Blend,Tuscany,Tenuta di Ceppaiano
81784,France,87,35.0,Chardonnay,Burgundy,Domaine Ferret
81786,France,87,35.0,Chardonnay,Burgundy,Domaine Michel-Andreotti
81788,US,87,23.0,Sauvignon Blanc,California,Dutton Estate
81789,Italy,87,30.0,Red Blend,Tuscany,Fattoria della Talosa
81792,US,87,15.0,Rosé,New York,Bellangelo
81793,Austria,87,10.0,Rosé,Niederösterreich,Bründlmayer
81794,US,87,68.0,Pinot Noir,California,Bryter
81796,Italy,87,16.0,Red Blend,Tuscany,Castello Montauto
81798,France,87,20.0,Rosé,Provence,Château de Berne
81801,France,87,14.0,Rosé,Provence,Ravoire et Fils
81802,Italy,87,17.0,Red Blend,Tuscany,Rocca delle Macìe
81808,Italy,87,36.0,Syrah,Tuscany,La Calonica
81810,Italy,87,40.0,Red Blend,Tuscany,Vecchia Cantina di Montepulciano
81812,France,87,20.0,Chardonnay,Burgundy,Vignerons de Buxy
81815,Italy,89,45.0,Red Blend,Sicily & Sardinia,Giuseppe Gabbas
81816,US,89,30.0,Chardonnay,California,Gloria Ferrer
81818,Australia,89,15.0,Red Blend,South Australia,Beastly Vines
81819,US,89,18.0,Sauvignon Blanc,California,Beckmen
81828,US,89,20.0,Cabernet Sauvignon,California,Raymond
81829,France,89,14.0,Rosé,Languedoc-Roussillon,Royal de Jarras
81832,US,89,50.0,Chardonnay,Oregon,Soléna
81834,US,89,38.0,Chardonnay,California,V. Sattui
81835,US,89,15.0,Red Blend,Oregon,Watermill
81836,US,89,19.0,Chardonnay,Oregon,Wy'East Vineyards
81839,US,89,22.0,Cabernet Sauvignon,California,The Federalist
81842,Germany,89,12.0,Riesling,Rheinhessen,Leonard Kreusch
81843,France,89,28.0,Chardonnay,Burgundy,Louis Jadot
81848,Italy,90,40.0,Red Blend,Tuscany,Grattamacco
81849,Australia,90,15.0,Riesling,South Australia,Knappstein
81853,US,90,40.0,Cabernet Sauvignon,California,Atlas Peak
81854,US,90,15.0,Red Blend,Washington,Columbia Crest
81858,US,90,34.0,Chardonnay,California,Pine Ridge
81859,US,90,75.0,Cabernet Sauvignon,California,Rubicon Estate
81860,US,90,40.0,Syrah,California,Saintsbury
81862,US,90,36.0,Chardonnay,California,Herzog
81863,Austria,90,27.0,Riesling,Niederösterreich,Weinrieder
81870,US,89,60.0,Pinot Noir,California,MacMurray Ranch
81871,Italy,89,35.0,Red Blend,Tuscany,Marchesi Antinori
81877,US,89,54.0,Pinot Noir,Oregon,Archery Summit
81878,US,89,60.0,Pinot Noir,California,Babcock
81881,US,89,45.0,Pinot Noir,California,Boheme
81884,Italy,89,29.0,Red Blend,Tuscany,Carpineto
81887,Germany,89,57.0,Riesling,Rheingau,Baron Knyphausen
81888,US,89,54.0,Merlot,California,Duckhorn
81889,Germany,89,10.0,Riesling,Mosel,Nein Lives
81891,France,89,26.0,Chardonnay,France Other,Stephane Tissot
81894,US,89,48.0,Bordeaux-style Red Blend,California,Trione
81897,US,98,300.0,Bordeaux-style Red Blend,California,Verité
81898,US,97,75.0,Cabernet Sauvignon,California,Stonestreet
81900,France,97,410.0,Chardonnay,Burgundy,Domaine Leflaive
81901,US,97,85.0,Cabernet Sauvignon,California,Black Coyote
81902,US,96,30.0,Chardonnay,Washington,Efeste
81905,US,95,56.0,Pinot Noir,California,Testarossa
81906,France,95,110.0,Chardonnay,Burgundy,Domaine Christian Moreau Père et Fils
81907,France,95,99.0,Chardonnay,Burgundy,Joseph Drouhin
81908,US,95,55.0,Chardonnay,California,Migration
81909,US,95,75.0,Cabernet Sauvignon,California,Charnu
81910,France,95,260.0,Chardonnay,Burgundy,Domaine Leflaive
81911,US,95,70.0,Cabernet Sauvignon,California,Freemark Abbey
81912,US,94,75.0,Cabernet Sauvignon,California,Rodney Strong
81913,US,94,55.0,Cabernet Sauvignon,California,Bennett Lane
81914,US,94,75.0,Cabernet Sauvignon,California,Tres Vinicultores
81915,US,94,260.0,Bordeaux-style Red Blend,California,Verité
81916,US,94,65.0,Cabernet Sauvignon,California,Stephen & Walker
81917,US,94,28.0,Merlot,Washington,Tulpen
81918,US,92,70.0,Pinot Noir,California,Cattleya
81922,France,92,28.0,Bordeaux-style Red Blend,Bordeaux,Château Larrivaux
81923,France,92,15.0,Bordeaux-style Red Blend,Bordeaux,Château le Peyrat
81924,France,92,25.0,Bordeaux-style Red Blend,Bordeaux,Château Pilet
81925,US,92,40.0,Riesling,Washington,Chateau Ste. Michelle
81927,France,92,38.0,Red Blend,France Other,Clos Venturi
81930,US,92,45.0,Chardonnay,California,Foley
81931,US,92,23.0,Chardonnay,Washington,Full Pull & Friends
81940,Italy,92,35.0,Red Blend,Tuscany,Roberto Mascelloni
81941,US,92,60.0,Cabernet Sauvignon,California,Sequum
81943,US,92,25.0,Red Blend,California,Atrea
81945,US,92,20.0,Cabernet Sauvignon,California,Barra of Mendocino
81946,US,92,62.0,Bordeaux-style Red Blend,California,Barton
81947,France,92,29.0,Bordeaux-style Red Blend,Bordeaux,Château la Tour de By
81948,Germany,89,16.0,Riesling,Mosel,Thomas Schmitt
81949,US,89,40.0,Chardonnay,California,William Hill Estate
81953,US,89,20.0,Red Blend,California,Parducci
81956,US,89,18.0,Red Blend,Washington,Seven Falls
81958,US,89,75.0,Red Blend,California,The Farm Winery
81961,US,89,25.0,Chardonnay,California,Textbook
81962,France,89,27.0,Chardonnay,Burgundy,Jean-Luc and Paul Aegerter
81966,Italy,89,47.0,Red Blend,Tuscany,Uggiano
81967,Germany,89,50.0,Riesling,Mosel,Villa Huesgen
81968,US,89,15.0,Chardonnay,California,Wente
81971,Argentina,89,30.0,Pinot Noir,Mendoza Province,Zorzal
81972,US,89,18.0,Chardonnay,California,Brutocao
81977,Italy,89,55.0,Cabernet Sauvignon,Tuscany,Castellare
81982,Germany,92,79.0,Riesling,Mosel-Saar-Ruwer,Karl Erbes
81983,France,92,21.0,Chardonnay,Languedoc-Roussillon,Château d'Antugnac
81984,US,92,60.0,Cabernet Sauvignon,California,Château Potelle
81987,US,92,75.0,Chardonnay,California,Talbott
81988,US,92,22.0,Sauvignon Blanc,California,De Loach
81990,Spain,91,49.0,Red Blend,Catalonia,Masies d'Avinyo
81991,Germany,91,160.0,Riesling,Mosel-Saar-Ruwer,S.A. Prüm
81992,US,91,28.0,Chardonnay,California,Gallo Family Vineyards
